address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy,negative_reviews,neutral_reviews,positive_reviews
"Sherway Gardens, 25 The W Mall",,,,,,,,False,False,True,False,False,True,,40AZvMTzJ6jmjw9-H2H6hw,"Food, Italian, Desserts, Beer, Wine & Spirits, Restaurants",Toronto,10:0-21:0,10:0-21:0,9:30-21:0,11:0-18:0,10:0-21:0,10:0-21:0,10:0-21:0,43.612781176300004,-79.5576543686,Bar Freddo Caffe,Etobicoke,M9C 1B8,11,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 01:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1.0,2.0,8.0
1279 Bloor Street  W,,,,False,True,False,True,False,False,False,False,False,True,,zEwQJl9haP5BYIl0peOpGA,"Restaurants, Cocktail Bars, Bars, Nightlife, Sandwiches, Italian",Toronto,11:30-21:30,11:30-21:30,11:30-21:30,,11:30-21:30,11:30-21:30,11:30-21:30,43.65836,-79.44224940000002,Sugo,Bloordale Village,M6H 3Y2,48,4.5,ON,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,,0.0,5.0,0.0,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,1.0,2.0,45.0
124 Harbord Street,True,True,True,,True,,False,True,True,True,False,True,True,False,IQ3esF7MvIOCbeVetW51Ng,"Salad, Restaurants, Juice Bars & Smoothies, Gastropubs, Breakfast & Brunch, Coffee Roasteries, Burgers, Comfort Food, Italian, Coffee & Tea, Local Flavor, Vegetarian, Food, Diners",Toronto,11:0-22:0,10:0-21:0,10:0-22:0,10:0-21:0,11:0-22:0,16:0-21:0,11:0-21:0,43.662723,-79.4043569,Harvest Kitchen,,M5S 1G8,166,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,2 days 23:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,19.0,15.0,132.0
974 College Street,,True,,,True,,True,False,False,True,,True,True,,PPrE3wc9hihGLQOX0Y6nvg,"Italian, Restaurants",Toronto,10:0-22:0,,10:0-22:0,,10:0-22:0,10:0-22:0,10:0-22:0,43.6534635,-79.4276819,Black Skirt,Dufferin Grove,M6H 1A5,19,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,0.0,1.0,18.0
554 Parliament St,,True,,,False,,,True,True,True,True,True,True,False,cMrCi3nAcBi3aUKDRAySiw,"Breakfast & Brunch, Gluten-Free, Italian, Restaurants",Toronto,16:30-23:0,16:30-23:0,16:30-23:0,11:0-23:0,16:30-23:0,16:30-23:0,16:30-23:0,43.667001,-79.3690606,Big Mamma's Boy,Cabbagetown,M4X 1P6,12,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2 days 03:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,2.0,1.0,9.0
2459 Yonge Street,,True,,,,,,,,,True,True,,,ee2oE4eBA_M5Zi4X7p5WyA,"Restaurants, Italian",Toronto,,,,,,,,43.7114013,-79.3993216,Piazzetta Trattoria 3,Yonge and Eglinton,M4P 2H5,5,2.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,2.0,0.0,3.0
810 Church Street,False,,True,,False,,False,False,,False,False,False,True,,lk3-wld-aysXpgb2kPVE-Q,"Pizza, Restaurants, Food, Chicken Wings, Italian, Food Delivery Services",Toronto,11:0-1:0,11:0-23:0,11:0-1:0,12:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,43.6719726,-79.3852814,Pizza Hut,,M4W 2M4,5,2.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 15:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,2.0,3.0,0.0
30 Eglinton Sq,True,,,,True,,True,True,True,True,True,True,True,,wtgrvqXDjAFF4LvJW1X-1Q,"Restaurants, British, Italian",Toronto,,,,,,,,43.724114,-79.3007796,Watts Restaurant,Scarborough,M1L 4T2,13,2.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,3.0,1.0,9.0
2336 Lake Shore Boulevard W,True,True,True,,True,,True,True,True,True,False,True,True,,q3uuXi_U-Jqxsk5Nx1Iomw,"Restaurants, Pizza, Italian",Toronto,11:0-2:0,11:0-0:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,43.616765,-79.488022,FBI PIZZA,Etobicoke,M8V 1B8,97,3.5,ON,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,3 days 23:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,23.0,12.0,63.0
912 Queen Street  E,True,True,,,True,,True,False,False,True,False,False,True,,kQ9gVGp5R_jZwLi0-q8PZQ,"Restaurants, Sandwiches, Italian",Toronto,,,,,,,,43.6606484,-79.3422511,Hey Meatball,Leslieville,M4M 1J5,61,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,8.0,6.0,47.0
15 Charles Street E,,,,,False,,False,,False,True,True,,True,,s9JXZQq3E5Ol0Dk4zoU6CA,"Middle Eastern, Pizza, Italian, Mediterranean, Restaurants",Toronto,7:0-1:0,7:0-23:0,8:0-1:0,8:0-22:0,7:0-1:0,7:0-23:0,7:0-23:0,43.66847070000001,-79.3853152,Constantine,Church-Wellesley Village,M4Y 1S1,23,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4 days 19:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2.0,1.0,20.0
633 Mount Pleasant Road,True,True,False,,True,,False,False,False,True,True,True,True,True,zmfa8RNxqSuOJ9Nx-CMs_Q,"Pizza, Italian, Restaurants",Toronto,17:0-22:0,,17:0-23:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,43.7047029,-79.3885319,Positano Restaurant,Mount Pleasant and Davisville,M4S 2M9,37,4.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0.0,2.0,35.0
550 Danforth Avenue,True,True,False,,True,,False,True,False,True,True,True,True,,OIdOJaNS8M624F58XGV3PQ,"Restaurants, Pizza, Italian",Toronto,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,43.6785541,-79.3475845,Pizzeria Libretto Danforth,Greektown,M4K 1P7,280,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 03:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,21.0,24.0,235.0
293 King Street W,,True,,,True,,True,True,,True,True,True,True,True,N8bCOvrGH69jD3-CRc6Fpw,"Restaurants, Italian",Toronto,,,,,,,,43.6464876,-79.3900847,Ultimate Cafe,Entertainment District,M5V 1J5,24,2.5,ON,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,9.0,3.0,12.0
1386 Bayview Avenue,,True,,,True,,False,False,True,False,False,,True,,nQFlHK1UxglOjhblGSgeaw,"Chicken Wings, Pizza, Italian, Food Delivery Services, Restaurants, Food",Toronto,11:0-0:0,11:0-23:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,43.7006842,-79.37353780000002,Pizza Hut,Mount Pleasant and Davisville,M4G 3A1,7,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 14:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1.0,2.0,4.0
1090 Bloor Street W,True,True,True,,True,,True,True,True,True,True,True,True,False,C7bK6Sd0LcvH7SOAjQu3LA,"Sandwiches, Pizza, Mediterranean, Restaurants, Italian",Toronto,11:0-1:0,15:0-0:0,11:0-1:0,11:0-1:0,11:0-1:0,15:0-0:0,15:0-0:0,43.6601487,-79.4341132,Roma1090,Dovercourt,M6H,30,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3 days 11:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,4.0,4.0,22.0
502 Queen Street W,True,True,True,False,True,False,False,True,True,True,True,True,True,True,nY2oBwH3s5sKox1mERIoVQ,"Restaurants, Bars, Italian, Wine Bars, American (New), Nightlife, Canadian (New)",Toronto,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-1:0,43.6477412,-79.4012788,Epicure Cafe & Grill,Alexandra Park,M5V 2B3,86,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,4 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,7.0,6.0,73.0
940 College Street,True,True,True,,True,,False,False,True,True,False,True,True,False,iag4htR8F7FmE9zpz7_GMw,"Pizza, Italian, Salad, Restaurants",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,43.6536812,-79.42659040000002,Levetto,Dufferin Grove,M6H 1A5,58,4.0,ON,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,6.0,4.0,48.0
2415 Yonge Street,True,True,False,False,False,False,True,True,True,True,True,True,True,,pVntIctjRuspaO_ULf5zOA,"Nightlife, Italian, Bars, Mediterranean, Pool Halls, Restaurants",Toronto,12:0-2:0,12:0-2:0,12:0-2:0,12:0-1:0,12:0-2:0,12:0-2:0,12:0-2:0,43.7105544,-79.398779,Spacco Restaurant and Bar,Yonge and Eglinton,M4P 2E7,79,2.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,4 days 01:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,19.0,7.0,53.0
3003 Lake Shore Boulevard W,True,True,True,,True,,False,False,False,True,True,True,True,True,MYCrFbGo2-ZiEYqpwiKsrw,"Italian, Pizza, Restaurants",Toronto,17:30-22:0,,17:30-22:0,17:30-21:0,17:30-22:0,,17:30-22:0,43.60010120000001,-79.507713,Cellar Door,New Toronto,M8V 2B3,43,4.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,3.0,7.0,33.0
26 Baldwin Street,True,True,,,True,,True,True,False,True,True,True,True,,Q6Lp73mfUnb7_DVkbzijYA,"Restaurants, Italian",Toronto,11:30-0:0,11:30-23:0,11:30-0:0,11:30-0:0,11:30-23:0,11:30-23:0,11:30-23:0,43.656202,-79.3934155,Bocca On Baldwin,Downtown Core,M5T 1L2,34,3.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,3 days 11:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,3.0,4.0,27.0
1438A Dufferin Street,False,True,False,,False,,True,True,False,True,True,True,True,,86W-L1l70wL-7n0lSfoY-Q,"Portuguese, Canadian (New), Italian, Restaurants",Toronto,17:30-22:0,,17:30-22:0,12:0-22:0,17:30-22:0,17:30-22:0,17:30-22:0,43.67115689999999,-79.4404087,Rush Hour,,M6H 3L1,40,4.5,ON,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1.0,1.0,38.0
1276 Danforth Avenue,True,,True,False,False,True,True,True,False,True,True,True,True,,ydj6cSmcOM_jVYJLkHzdOA,"Restaurants, Italian, Bars, Comfort Food, Wine Bars, Nightlife",Toronto,17:0-2:0,,17:0-2:0,14:0-22:0,17:0-0:0,17:0-0:0,17:0-0:0,43.6820280074,-79.3305167184,The Dylan Bar,The Danforth,M4J 1M6,15,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,0.0,0.0,2.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,1.0,3.0,11.0
2457 Bloor Street W,,True,False,,True,,True,True,True,True,True,True,True,True,AP9vhzzu0H-ZOxyEStlegQ,"Restaurants, Pizza, Italian",Toronto,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,43.6490049,-79.4846163,Classico Pizza & Pasta,Swansea,M6S 1P7,17,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3 days 12:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,1.0,4.0,12.0
785 Annette Street,True,True,False,,True,,False,False,False,True,True,True,True,,cA9LmSotIsN3C8zCI94--A,"Pizza, Restaurants, Italian, Comfort Food",Toronto,12:0-23:0,12:0-22:0,12:0-23:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,43.6581688,-79.4877396,Queen Margherita Pizza - Baby Point,Bloor-West Village,M6S 2E4,76,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,12.0,9.0,55.0
220 Yonge Street,True,True,True,,True,,False,True,False,True,True,True,True,,lvv9Vv_5i4IwvDdofO_rKg,"Pizza, Italian, Restaurants",Toronto,11:30-23:0,11:30-23:0,11:30-23:0,12:0-21:0,11:30-23:0,11:30-23:0,11:30-23:0,43.6535594,-79.38040490000002,Trattoria Mercatto,Downtown Core,M5B 2H1,167,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,3 days 06:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,26.0,17.0,124.0
1182 St Clair Avenue W,True,True,True,,True,,False,False,True,True,True,True,True,True,ERnG-1q3igX3VSgm5uLZ6A,"Pizza, Restaurants, Italian",Toronto,11:0-23:0,17:0-22:0,11:0-23:0,11:0-22:0,12:0-22:0,17:0-22:0,12:0-22:0,43.67798300000001,-79.443887,Pizza e Pazzi,Corso Italia,M6E 1B4,62,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,2 days 17:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,4.0,6.0,52.0
2982 Bloor St W,,True,,,True,,,,,,,,False,True,IKhwrMO42BecLZU4Pdwulw,"Breakfast & Brunch, Italian, Restaurants",Toronto,,,,,,,,43.6479035,-79.5096724,Big Papa Trattoria,Etobicoke,M8X 1B9,6,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.0,0.0,5.0
909 Davenport Road,,,,,False,,False,False,False,True,False,True,False,,xLy6hAIyfva7fGuRrhI0dg,"Restaurants, Italian",Toronto,,,,,,,,43.67541129999999,-79.4233553,Annabelle Pasta Bar,,M6G 2B7,35,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,5.0,3.0,27.0
511 Mount Pleasant,,True,,,,,,,,,,,True,True,Avh4vPVXkYPcHEbRs1ZdBQ,"Specialty Food, Do-It-Yourself Food, Restaurants, Food, Italian",Toronto,11:30-22:30,,11:30-22:30,11:30-22:30,11:30-21:0,11:30-21:0,11:30-21:0,43.7017624,-79.38749200000002,Bello Bio,Mount Pleasant and Davisville,M4S 2M4,8,4.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,8.0
